row_id,relevance_score,occasion_score,final_score,product_name,product_description,product_url,price,color,product_category,image_url,explanation
175,0.2532643675804138,0.25561991333961487,0.2539710313081741,CUT-OUT LACE DRESS,,https://www.zara.com/es/en/cut-out-lace-dress-p01067002.html,29.95 EUR,BLACK,DRESSES,https://static.zara.net/assets/public/f242/f935/18564f799826/4d76eff40d48/01067002800-e1/01067002800-e1.jpg?ts=1768560261568&w=4800,The CUT-OUT LACE DRESS in black is a stylish dress priced at 29.95 EUR. It’s well‑suited for a party night out and aligns with the “night out dress” prompt.
173,0.25700637698173523,0.24602101743221283,0.2537107691168785,PLEATED SHORT DRESS WITH POCKETS,,https://www.zara.com/es/en/pleated-short-dress-with-pockets-p09747777.html,35.95 EUR,BLACK,DRESSES,https://static.zara.net/assets/public/bece/6de8/29fe4914b5ce/fa2e0d6c9339/09747777800-000-e1/09747777800-000-e1.jpg?ts=1765806450317&w=4800,"This black pleated short dress with pockets is a stylish choice for a night out, priced at 35.95 EUR."
942,0.2557082176208496,0.2471289336681366,0.2531344324350357,SATIN SHORTS WITH LACE TRIM,,https://www.zara.com/es/en/satin-shorts-with-lace-trim-p01067656.html,35.95 EUR,BLACK,SKIRTS,https://static.zara.net/assets/public/9617/759d/bfdc49edab91/b465c7497916/01067656800-e1/01067656800-e1.jpg?ts=1764666923648&w=4800,"These black satin shorts with lace trim are a sleek skirt option for a party night out, matching a club‑ready outfit vibe, and they’re priced at 35.95 EUR."
219,0.256968230009079,0.24015025794506073,0.2519228383898735,SHORT SATIN SCARF DRESS,,https://www.zara.com/es/en/short-satin-scarf-dress-p02116341.html,29.95 EUR,BLACK,DRESSES,https://static.zara.net/assets/public/b8db/fdeb/deb54a7d864a/c18998a56f1e/02116341800-e1/02116341800-e1.jpg?ts=1764606879187&w=4800,"The SHORT SATIN SCARF DRESS in black is a sleek choice for a party night out, priced at 29.95 EUR. Its satin fabric adds a stylish touch for a night‑out look."
928,0.25174790620803833,0.2496037483215332,0.25110465884208677,ZW COLLECTION WOOL HOUNDSTOOTH LAYERED SKIRT,,https://www.zara.com/es/en/zw-collection-wool-houndstooth-layered-skirt-p02540959.html,69.95 EUR,MULTICOLOURED,SKIRTS,https://static.zara.net/assets/public/da20/41ac/6418420ba32b/42016b3d1e0b/02540959330-e1/02540959330-e1.jpg?ts=1768486952397&w=4800,"The ZW COLLECTION Wool Houndstooth Layered Skirt is a multicoloured skirt priced at 69.95 EUR, perfect for a party night out."
929,0.2517836391925812,0.24849684536457062,0.250797601044178,ZW COLLECTION CONTRAST BELT SKIRT,,https://www.zara.com/es/en/zw-collection-contrast-belted-skirt-p04437041.html,49.95 EUR,MULTICOLOURED,SKIRTS,https://static.zara.net/assets/public/70be/74b2/663547439917/ad60902b9113/04437041330-e1/04437041330-e1.jpg?ts=1768478743892&w=4800,"The ZW COLLECTION CONTRAST BELT SKIRT in multicoloured is a vibrant skirt perfect for a party night out, and at 49.95 EUR it offers a stylish option for your night‑out dress look."
228,0.2492653727531433,0.25395798683166504,0.2506731569766998,MULTIPOSITION COLLAR VISCOSE BLEND DRESS,,https://www.zara.com/es/en/multiposition-collar-viscose-blend-dress-p01758116.html,99.95 EUR,BLACK,DRESSES,https://static.zara.net/assets/public/3d82/d498/7a10404888d5/51f95affb8eb/01758116800-e2/01758116800-e2.jpg?ts=1769172474755&w=4800,"The MULTIPOSITION COLLAR VISCOSE BLEND DRESS is a black dress priced at 99.95 EUR, perfect for a party night out. Its black color aligns with your search for black items."
227,0.2526218891143799,0.24507521092891693,0.250357885658741,STRAPPY MIDI DRESS,,https://www.zara.com/es/en/strappy-midi-dress-p05584009.html,29.95 EUR,BLACK,DRESSES,https://static.zara.net/assets/public/6e7d/f149/2f4a43d09211/4a9566a6a768/05584009800-e1/05584009800-e1.jpg?ts=1769164397460&w=4800,"The black STRAPPY MIDI DRESS is a stylish choice for a party night out, and it’s priced at 29.95 EUR."
923,0.25229448080062866,0.24320751428604126,0.24956839084625243,LACE MIDI SKIRT,,https://www.zara.com/es/en/lace-midi-skirt-p05070001.html,22.95 EUR,BLACK,SKIRTS,https://static.zara.net/assets/public/68c4/6332/7dca493d9bd0/483303dfec92/05070001800-e1/05070001800-e1.jpg?ts=1768493786226&w=4800,"The black lace midi skirt, priced at 22.95 EUR, is a stylish skirt for a party night out and matches the night‑out dress prompt."
220,0.25326454639434814,0.23869600892066956,0.24889398515224453,VELVET BLAZER PLAYSUIT,,https://www.zara.com/es/en/velvet-blazer-playsuit-p02124150.html,49.95 EUR,BLACK,DRESSES,https://static.zara.net/assets/public/9de7/cf28/df2d4a7da480/915483a8e17d/02124150800-e1/02124150800-e1.jpg?ts=1765359977691&w=4800,"The black Velvet Blazer Playsuit, priced at 49.95 EUR, is a dress‑style option that matches a club‑ready outfit for a party night out."
914,0.24959874153137207,0.24668461084365845,0.248724502325058,ASYMMETRIC LACE SATIN SKIRT,,https://www.zara.com/es/en/asymmetric-lace-satin-skirt-p01758665.html,39.95 EUR,BLACK,SKIRTS,https://static.zara.net/assets/public/266c/2faa/a0644fd3b887/a854bfae10aa/01758665800-e1/01758665800-e1.jpg?ts=1764837927111&w=4800,"The black asymmetric lace satin skirt, priced at 39.95 EUR, is a great choice for a party night out and matches a going‑out outfit."
889,0.2514999508857727,0.2400953471660614,0.24807856976985931,SKORT WITH BELT,,https://www.zara.com/es/en/skort-with-belt-p04661530.html,22.95 EUR,BLACK,SKIRTS,https://static.zara.net/assets/public/eb2d/1e36/51ae4cc7b5a3/dffc23623f1b/04661530800-e1/04661530800-e1.jpg?ts=1758110005340&w=4800,"This black skort with a belt delivers a sleek, club‑ready outfit perfect for a party night out, and it’s priced at 22.95 EUR."
238,0.2481309175491333,0.24559766054153442,0.24737094044685362,LONG LACE CAMISOLE DRESS,,https://www.zara.com/es/en/long-lace-camisole-dress-p03920116.html,59.95 EUR,BLACK,DRESSES,https://static.zara.net/assets/public/96fe/0ea7/8d904c8192f9/e51b5ea2d1d6/03920116800-e1/03920116800-e1.jpg?ts=1764666899146&w=4800,"The LONG LACE CAMISOLE DRESS in black is perfect for a party night out, and it’s priced at 59.95 EUR."
210,0.2491140365600586,0.2425401508808136,0.24714187085628508,OPEN BACK DRESS,,https://www.zara.com/es/en/open-back-dress-p05584010.html,29.95 EUR,BLACK,DRESSES,https://static.zara.net/assets/public/747e/5b70/6ef74cbd8c87/67366ec069ee/05584010800-e1/05584010800-e1.jpg?ts=1769172456646&w=4800,"The black Open Back Dress, priced at 29.95 EUR, is a stylish choice from the dresses category that’s perfect for a party night out and matches the “night out dress” vibe."
